tweet_id,source_file,source_index,url,date,username,raw_content,word_count,reply_count,likes_count,retweet_count,quote_count,num_links,has_media,has_quoted_tweet,duplicate_sources,sample_rank
1366203492088639490,0_cleaned_data.json,94,https://x.com/DjHutchy246/status/1366203492088639490,2021-03-01 01:47:50+00:00,,Who is this Dj? And I don’t ever speak on Djs but I hate cunt yuh,16,1,4,0,0,0,False,False,[],101
1287181269697208322,0_cleaned_data.json,328,https://x.com/brightmyth/status/1287181269697208322,2020-07-26 00:21:44+00:00,,nour not knowing binta bee and elisa were dating because they thought they were calling each other wives and gfs and sending each other love letters in a platonic way 😭😭 😭 I can't STAND gay people,37,4,60,2,0,0,False,False,[],102
1161036325149184000,0_cleaned_data.json,335,https://x.com/divinghightide/status/1161036325149184000,2019-08-12 22:06:45+00:00,,n*cki can clown on her own time but NOT while she's promoting a single with megan omg i cannot stand old people,22,1,1,0,0,0,False,False,[],103
1541273727727538176,0_cleaned_data.json,286,https://x.com/OtomeBlkGrl/status/1541273727727538176,2022-06-27 04:14:26+00:00,,See? This is why I don’t like black people. Honoring kitten heels? Y’all can go to hell!,17,1,14,1,0,0,False,False,[],104
1540476609831915522,0_cleaned_data.json,170,https://x.com/backupcowgirl/status/1540476609831915522,2022-06-24 23:26:59+00:00,,"this is why i fucking hate religious people in times like this 

“now that we have ripped away a bodily right, let’s pray that they don’t need them anymore” https://t.co/qjT17nCTvv",30,1,2,0,0,0,True,False,[],105
1324875763062071297,0_cleaned_data.json,122,https://x.com/JohnathanPerk/status/1324875763062071297,2020-11-07 00:46:11+00:00,,"When the enslaved African man, who spent a lifetime being whipped by his white overseer, ended one night in the quarters he built for his family, declared to his wife (whom he was allowed to see for breeding purposes only), ""I really hate white people""...he’s racist? How??",47,7,42,4,2,0,False,False,[],106
1073784276934684672,0_cleaned_data.json,230,https://x.com/DomWheat21/status/1073784276934684672,2018-12-15 03:38:16+00:00,,Tell y’all pussy ass AD schedule us every year. If y’all not gonna do that shit shut up. Y’all pussy,20,8,49,9,5,0,False,True,[],107
1255663044773982209,0_cleaned_data.json,289,https://x.com/BreitbartNews/status/1255663044773982209,2020-04-30 00:59:33+00:00,,"Rutgers University Professor Brittney Cooper unleashed a tirade at supporters of President Trump in a social media thread this week. In response to the recent campaign to end Chinese virus shutdowns, Cooper posted, “Fuck each and every Trump supporter.” https://t.co/qYozjypoDX",40,2098,847,551,448,1,False,False,['0_cleaned_data.json'],108
1192081876585988096,0_cleaned_data.json,168,https://x.com/gnarlymari/status/1192081876585988096,2019-11-06 14:10:41+00:00,,This is why I hate religious people y’all are crazy as fuck lmao how do you even justify saying stupid shit like this,23,2,15,1,0,0,False,True,[],109
1544192787020595201,0_cleaned_data.json,70,https://x.com/davvekat/status/1544192787020595201,2022-07-05 05:33:44+00:00,,"Why you should unfollow @Beecantremember , a thread:
Said I like men too, when that is incorrect and very wrong. I do not like men. False information from the left
Receipts: https://t.co/PT2KrqpKxE",32,1,0,0,0,0,True,False,[],110
1480909420397801476,0_cleaned_data.json,334,https://x.com/eatprayloverr/status/1480909420397801476,2022-01-11 14:28:14+00:00,,Never wanted to say I hate Muslim as much as I do today. Keep your CULTUREAL BELIEFS TF AWAY FROM ME,21,2,9,1,1,0,False,False,[],111
1320388405243662336,0_cleaned_data.json,283,https://x.com/sukihanagoat/status/1320388405243662336,2020-10-25 15:35:02+00:00,,Selling Pussy is not the only job in the world uno that right?? My friend makes $1200 a day just doing eyelashes. Just putting that out there if your not happy being a sex worker 💜,36,14,826,85,23,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json']",112
843361406451957761,0_cleaned_data.json,144,https://x.com/curlycam8meout/status/843361406451957761,2017-03-19 07:20:02+00:00,,"Two people I can't stand, drunk people when I'm sober and sober people when I'm drunk 😒",17,1,11,4,0,0,False,False,[],113
1540444356653379586,0_cleaned_data.json,231,https://x.com/VereenaSayed/status/1540444356653379586,2022-06-24 21:18:49+00:00,,tell me why i fell asleep at like 7 am and woke up at 1 first thing I saw was the abortion shit I hate today and I hate men,30,6,901,64,0,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']",114
1482323670026575873,0_cleaned_data.json,149,https://x.com/justagaybitchh_/status/1482323670026575873,2022-01-15 12:07:57+00:00,,"Tw// hatefull coments??

My whole fucking class + friendgroup keep calling me a n@zi bc i am 25% german, like uhm wtf?? 😑 , one off them even asked if i hate jewish people???, im so done with them all......",40,2,1,0,0,0,False,False,[],115
1235260008150913024,0_cleaned_data.json,312,https://x.com/akhilreddy_yar/status/1235260008150913024,2020-03-04 17:45:10+00:00,,"Only product lasting so long from China #coronavirus Death : Made in China 🤪

#coronavirusindia #Corona #ChinaVirus",17,2,1,0,0,0,False,False,[],116
1485141118413070337,0_cleaned_data.json,275,https://x.com/ashjuiceblues/status/1485141118413070337,2022-01-23 06:43:29+00:00,,she all “imma kiss you” on imessage but crying about getting bullied on twitter i do not like gay people,20,1,0,0,0,0,False,True,[],117
1199450151477284864,0_cleaned_data.json,248,https://x.com/gracielakills/status/1199450151477284864,2019-11-26 22:09:35+00:00,,sorry but i despise gays.,5,2,1,1,0,0,False,False,[],118
1106484388005597184,0_cleaned_data.json,220,https://x.com/Marmar_Q/status/1106484388005597184,2019-03-15 09:16:50+00:00,,The media can fuck right off. The man shot dead defenseless worshippers and LIVE STREAMED it. Call him out for the fucking terrorist he is. Call out his disgusting little family for raising this trash the way you would a Muslim terrorist. Describe him as a fucking cunt.,48,1,93,119,0,0,False,True,[],119
1276148037677715456,0_cleaned_data.json,91,https://x.com/JasonSterlingRM/status/1276148037677715456,2020-06-25 13:39:36+00:00,,"Why are people so stupid? Really? I'm so sick of female streamers getting called out for cleavage or whatever. TF. So what? A streamer can't be sexy- can't have some sex appeal? Why? That's part of entertainment. So tired of pathetic guys whining about it ""not being fair"". Stfu.",49,5,25,2,0,0,False,True,"['0_cleaned_data.json', '0_cleaned_data.json']",120
1398684935393710082,0_cleaned_data.json,178,https://x.com/mekkaokerekebye/status/1398684935393710082,2021-05-29 16:57:29+00:00,,"This has nothing to do with ""getting to the bottom of things."" Just say ""I hate Chinese people!"" and go.

Lab leak vs unintentional transmission doesn't change anything about what we should be doing next: vaccinating everyone in the world that wants to be vaccinated.",45,3,94,18,0,0,False,False,[],121
1476280474603507714,0_cleaned_data.json,265,https://x.com/XVanFleet/status/1476280474603507714,2021-12-29 19:54:27+00:00,,"Some asked me why I hate China. My answer: I love China. I hate CCP/Communism.

CCP hijacked China &amp; made itself the embodiment of China.

CCP has no respect to the Chinese Civilization. They are the true heirs of Marxism, an alien, European, non-Chinese, &amp; destructive ideology. https://t.co/32MEutHWMQ",48,25,448,109,8,0,True,False,[],122
1210795068723826688,0_cleaned_data.json,133,https://x.com/JaydenCole/status/1210795068723826688,2019-12-28 05:30:14+00:00,,"Welp my Mom got called a ‘fucking cunt bitch’ by a homeless dude who tried to tell her his life story as I pulled her away into a shop, so she’s really getting the whole NYC experience. Happy Holidays! 🎄#ChristmasInNewYork",40,16,95,2,0,0,False,False,[],123
1332468578050854912,0_cleaned_data.json,332,https://x.com/Co_B/status/1332468578050854912,2020-11-27 23:37:19+00:00,,"Nobody: 

My grandma: yea Gregory was touch by another man as a child 

(While my cousin was sitting there) 

Dawg I fucking hate black people!! Like why the fuck you bring up personal trauma in front of people",38,2,1,0,0,0,False,False,[],124
1183100849310126080,0_cleaned_data.json,132,https://x.com/cjsnowdon/status/1183100849310126080,2019-10-12 19:23:18+00:00,,What I’m saying is that I’m sick of old people trying to steal my future.,15,12,83,8,1,0,False,False,[],125
1516363429707239428,0_cleaned_data.json,329,https://x.com/hearteyesmattel/status/1516363429707239428,2022-04-19 10:29:48+00:00,,not them explicitly asking the audience to ask them “nothing weird” and then that guy asking the make out question i hate gay people 😭,25,2,52,1,0,0,False,False,[],126
1240313779855847424,0_cleaned_data.json,150,https://x.com/ProudSocialist/status/1240313779855847424,2020-03-18 16:27:03+00:00,,"Trump just did it again.

He called the coronavirus the “Chinese virus” and in doing so is inciting racism against Asian-Americans.

This needs to fucking stop right now.

Viruses don’t have a nationality &amp; they don’t discriminate. They affect all of us &amp; racism is not the cure.",48,180,2500,653,39,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']",127
1291456233090609154,0_cleaned_data.json,346,https://x.com/MaggieLindemann/status/1291456233090609154,2020-08-06 19:28:54+00:00,,men be like “ew i hate gay people so gross ew don’t look at me” then be like “mm yummy bi girls kiss each other so hot mm sexy”,29,151,13761,1770,89,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']",128
1275887299230928896,0_cleaned_data.json,322,https://x.com/abbsmk/status/1275887299230928896,2020-06-24 20:23:31+00:00,,oh how i despise men https://t.co/uc6wJ4dgcj,6,16,62,3,1,0,True,False,[],129
1543974373228482561,0_cleaned_data.json,336,https://x.com/couqcontrecoup/status/1543974373228482561,2022-07-04 15:05:50+00:00,,"My time on this earth is limited. I hate gay people.

(  smoking angrily ???  )",16,1,1,0,0,0,False,False,[],130
1529867769457610759,0_cleaned_data.json,212,https://x.com/luvvashleyy/status/1529867769457610759,2022-05-26 16:51:14+00:00,,"the way i can’t stand women who false claim serious allegations, like girl shut the fuck up before i beat your ass fr",23,3,8,1,1,0,False,False,[],131
1514019788141572097,0_cleaned_data.json,162,https://x.com/Stuffilysus/status/1514019788141572097,2022-04-12 23:17:01+00:00,,this wont be on AAN because i hate black people,10,0,0,0,0,0,False,False,[],132
1238344513376014336,0_cleaned_data.json,326,https://x.com/Sootradhar/status/1238344513376014336,2020-03-13 06:01:53+00:00,,"Now these bottomless stupid CCP bots will talk about science. These fkng btards must have their ass whipped blue. 

I pray to God that Communists all over the world die a painful death.

Fk Communist China #WuhanVirus",37,3,26,13,0,0,False,True,[],133
1318388474785878016,0_cleaned_data.json,139,https://x.com/Dave_Horwitz/status/1318388474785878016,2020-10-20 03:08:01+00:00,,wanna feel old? look in the mirror ya fuckin. fuckin dinosaur. haha old ass bitch,15,34,5983,581,36,0,False,False,[],134
1539263007762563072,0_cleaned_data.json,271,https://x.com/Kennymack1971/status/1539263007762563072,2022-06-21 15:04:33+00:00,,"Shut up.

I'm sick of white people who expect Democrats to do the job they themselves cannot or will not do.

These are YOUR friends, family, neighbors and coworkers falling for this stupid RW propaganda.

Maybe get off your mayonnaise asses, confront them and stop being cowards",47,12,182,64,4,0,False,True,"['0_cleaned_data.json', '0_cleaned_data.json']",135
1507475083954036739,0_cleaned_data.json,1,https://x.com/goodfoodgal/status/1507475083954036739,2022-03-25 21:50:42+00:00,,"You may have noticed I don’t like men infiltrating women’s sport…it is unfair, it belittles women &amp; it panders to a politically correct woke narrative that - once again - many are too afraid to speak out against. https://t.co/3RGBEylQTo",39,35,354,65,6,0,True,False,[],136
1393391657366822913,0_cleaned_data.json,357,https://x.com/iamjessnellaa/status/1393391657366822913,2021-05-15 02:23:53+00:00,,Men are dumb as hell.,5,58,66,7,9,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json']",137
1543278775412178950,0_cleaned_data.json,215,https://x.com/KokiWabule/status/1543278775412178950,2022-07-02 17:01:47+00:00,,"The other day someone asked me why I don't like white people. Tell me rn, what is there to like??",20,1,42,8,1,0,False,False,['0_cleaned_data.json'],138
1365619595999084547,0_cleaned_data.json,319,https://x.com/janieedow/status/1365619595999084547,2021-02-27 11:07:38+00:00,,Okay you have money and so fucking what?? I’m so sick of men that speak this way.,17,4,18,3,0,0,False,False,['0_cleaned_data.json'],139
1504910949580427267,0_cleaned_data.json,140,https://x.com/AlessaTaketwo/status/1504910949580427267,2022-03-18 20:01:44+00:00,,Unpopular opinion: I don't like women announcing men's basketball games.,10,595,2912,163,70,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json']",140
1217258960589377538,0_cleaned_data.json,313,https://x.com/fahimaxa/status/1217258960589377538,2020-01-15 01:35:26+00:00,,One of the main reasons why I cannot stand asian boys. They get so disrespectful and rude when they get turned down,22,1,14,3,1,0,False,False,[],141
959399799723196416,0_cleaned_data.json,213,https://x.com/HeartEyes4Brady/status/959399799723196416,2018-02-02 12:15:11+00:00,,"The things I see on here, God I hate men #CringeWorthy 😖",12,16,16,2,0,0,False,False,['0_cleaned_data.json'],142
365623302187790336,0_cleaned_data.json,331,https://x.com/izhariezlamo/status/365623302187790336,2013-08-08 23:59:22+00:00,,Norliah ghani zaman2 mude!! Hot jugak yer. Hahaha,8,0,0,0,0,0,False,False,[],143
1107011750463975430,0_cleaned_data.json,29,https://x.com/uncle_drew217/status/1107011750463975430,2019-03-16 20:12:23+00:00,,Y’all bitches must be stopped this is not ok under any circumstance. https://t.co/yY2OJfTsMh,13,207,5354,2187,1798,0,True,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']",144
1212183791768236032,0_cleaned_data.json,5,https://x.com/CeddyOrNot/status/1212183791768236032,2020-01-01 01:28:31+00:00,,"Yes, my mannerism is often over the top, I KNOW I have that ""gay voice"" too, I also know that because of this, many people are uncomfortable around me, I know because I've experienced this since I was younger.

If I could un-gay myself and stop receiving constant hate I would.",51,106,388,10,3,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']",145
1078450558694912000,0_cleaned_data.json,291,https://x.com/IHEARTXBAILEY/status/1078450558694912000,2018-12-28 00:40:24+00:00,,"reasons why i hate myself

•i’m ugly
•i’m fat
•i try too hard
•i cry a lot
•i worry too much
•i get frustrated too much
•i cry a LOT
•boys don’t notice me
•i don’t care about myself, i put other people before my feelings
•i cry a  l o t
•there’s a lot more i could say",59,25,294,84,4,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']",146
1239609297895555072,0_cleaned_data.json,134,https://x.com/kaikouramonkey/status/1239609297895555072,2020-03-16 17:47:42+00:00,,"well done China, you've well and truly screwed us all over with this bloody virus, not forgetting Bird Flu &amp; SARS.. any others coming????? #coronavirusuk #covidー19uk #china #ChinaVirus",28,1,0,0,0,0,False,False,['0_cleaned_data.json'],147
286301069351452672,0_cleaned_data.json,21,https://x.com/christinelu/status/286301069351452672,2013-01-02 02:41:08+00:00,,Yes you are. RT @YesYoureRacist: Yes you are. RT @hthomas31: im not racist but I fucking hate chinese people,19,1,1,2,0,0,False,False,[],148
1372210726761271296,0_cleaned_data.json,96,https://x.com/llaurajpeg/status/1372210726761271296,2021-03-17 15:38:26+00:00,,white politicians called COVID the “chinese virus” and “kung flu” for an entire year and have the fucking audacity to wonder why asians being murdered or ask “how could this have happened??” lmao,33,14,672,246,6,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']",149
1183127131766841344,0_cleaned_data.json,102,https://x.com/callhertiti/status/1183127131766841344,2019-10-12 21:07:44+00:00,,"Whenever a white person says something is “ghetto” or “ratchet”, ask them what it means and watch them start stuttering",20,245,71407,20873,972,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']",150
1414306130130620417,0_cleaned_data.json,22,https://x.com/flaviasaraiv4/status/1414306130130620417,2021-07-11 19:30:32+00:00,,yeah i bring up politics and race and imperialism all the fucking time but yall do the same? i don’t like american gymnasts in general (save for very few exceptions). you guys bring up race. i do too.,38,2,7,0,0,0,False,False,[],151
1542174158301577216,0_cleaned_data.json,167,https://x.com/painpap1/status/1542174158301577216,2022-06-29 15:52:26+00:00,,"this is why i hate religious people, people fucking beheading each other in the name of god AND BEING FUCKING PROUD ABOUT IT

this is one of the major reasons behind me being an atheist",35,5,8,1,1,0,False,False,[],152
1430586497883774978,0_cleaned_data.json,266,https://x.com/FHE_Dad/status/1430586497883774978,2021-08-25 17:42:54+00:00,,"So tired of people assuming opposing one thing means endorsing the opposite, or endorsing a thing means opposing the other.

-I love my LGBT brothers and sisters does not mean I hate the Family Proclamation.
-I love and fully endorse the #famproc does not mean I hate LGBT people.",49,7,132,8,3,0,False,False,[],153
1316727262256005121,0_cleaned_data.json,270,https://x.com/AustinVanLoon/status/1316727262256005121,2020-10-15 13:06:57+00:00,,"So instead of a debate, Biden and Trump are going to do separate town halls? At the same time but on different channels? Sometimes I really hate American politics...",29,1,1,0,0,0,False,False,[],154
