tweet_id,source_file,source_index,url,date,username,raw_content,word_count,reply_count,likes_count,retweet_count,quote_count,num_links,has_media,has_quoted_tweet,duplicate_sources
1364444425192005639,0_cleaned_data.json,0,https://x.com/Prabathkv96/status/1364444425192005639,2021-02-24 05:17:55+00:00,,You're cute but i don't like fat guys 😅,9,11,23,0,0,0,False,True,[]
1507475083954036739,0_cleaned_data.json,1,https://x.com/goodfoodgal/status/1507475083954036739,2022-03-25 21:50:42+00:00,,"You may have noticed I don’t like men infiltrating women’s sport…it is unfair, it belittles women &amp; it panders to a politically correct woke narrative that - once again - many are too afraid to speak out against. https://t.co/3RGBEylQTo",39,35,354,65,6,0,True,False,[]
959685036311064576,0_cleaned_data.json,2,https://x.com/gregorysaIcido/status/959685036311064576,2018-02-03 07:08:37+00:00,,You know what I hate Niggers.,6,47,3,1,7,0,False,False,['0_cleaned_data.json']
1336692051249913862,0_cleaned_data.json,4,https://x.com/DrJessTaylor/status/1336692051249913862,2020-12-09 15:19:54+00:00,,"You know something? I’m sick of women having to be everything to even have an opinion on something whilst men can have no experiences, no qualifications and no fuckin idea what they are talking about and they are still given a platform to talk utter bollocks with no references.",49,24,871,94,23,0,False,False,[]
1212183791768236032,0_cleaned_data.json,5,https://x.com/CeddyOrNot/status/1212183791768236032,2020-01-01 01:28:31+00:00,,"Yes, my mannerism is often over the top, I KNOW I have that ""gay voice"" too, I also know that because of this, many people are uncomfortable around me, I know because I've experienced this since I was younger.

If I could un-gay myself and stop receiving constant hate I would.",51,106,388,10,3,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']"
1267969990386315265,0_cleaned_data.json,15,https://x.com/Wolferinoooooo/status/1267969990386315265,2020-06-03 00:02:58+00:00,,"Yes, I support #AllLivesMatter. Why? 

Because I'm sick of the mainstream media cherry-picking murder cases

I'm sick of white people being villainized

I'm sick of people tearing each other down for their own ego

Character comes first, not the color of your skin.",43,7,24,4,1,0,False,False,['0_cleaned_data.json']
1359038037267742720,0_cleaned_data.json,17,https://x.com/ApostateProphet/status/1359038037267742720,2021-02-09 07:14:52+00:00,,"Yes, I hate Islam! For those who ask why, here is why I, an Ex-Muslim, criticize Islam:

https://t.co/qs0uO3wLaI",18,24,134,22,1,1,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']"
286301069351452672,0_cleaned_data.json,21,https://x.com/christinelu/status/286301069351452672,2013-01-02 02:41:08+00:00,,Yes you are. RT @YesYoureRacist: Yes you are. RT @hthomas31: im not racist but I fucking hate chinese people,19,1,1,2,0,0,False,False,[]
1414306130130620417,0_cleaned_data.json,22,https://x.com/flaviasaraiv4/status/1414306130130620417,2021-07-11 19:30:32+00:00,,yeah i bring up politics and race and imperialism all the fucking time but yall do the same? i don’t like american gymnasts in general (save for very few exceptions). you guys bring up race. i do too.,38,2,7,0,0,0,False,False,[]
1243374808030572544,0_cleaned_data.json,23,https://x.com/Jack27688344/status/1243374808030572544,2020-03-27 03:10:29+00:00,,"Yea,we could only stay at home now...
Fuck you China!🤬

#FuckChina
#WuhanCoronaVirus 
#BoycottChina https://t.co/47bbbJHeX6",14,68,484,158,15,0,True,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']"
1235232811898019844,0_cleaned_data.json,27,https://x.com/LittleRedSiren_/status/1235232811898019844,2020-03-04 15:57:06+00:00,,"yall i really hate old people, our server at this breakfast restaurant was gonna refill nick’s coffee but he didn’t need it so she goes “those phones must really be important” and walked away while i said out loud “i really hate old people” like worry bout yourself",48,1,1,0,0,0,False,False,[]
1156143661186506752,0_cleaned_data.json,28,https://x.com/KashhBella/status/1156143661186506752,2019-07-30 10:05:03+00:00,,Y’all I really hate lesbian sex and they add a stud in there 🙄😷,14,2,0,0,0,0,False,False,[]
1107011750463975430,0_cleaned_data.json,29,https://x.com/uncle_drew217/status/1107011750463975430,2019-03-16 20:12:23+00:00,,Y’all bitches must be stopped this is not ok under any circumstance. https://t.co/yY2OJfTsMh,13,207,5354,2187,1798,0,True,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']"
1279505864827813892,0_cleaned_data.json,34,https://x.com/WonderKing82/status/1279505864827813892,2020-07-04 20:02:24+00:00,,"Y'all woke people are so damn hypocritical. Louis Farrakhan is not someone I take advice from, you can’t say you care about women, Jews, and LGBTQ people if you praise anything he says. Fuck that man. He's also a rape apologist.",41,26,427,88,7,0,False,False,[]
1513530301749895172,0_cleaned_data.json,35,https://x.com/sinamonchild/status/1513530301749895172,2022-04-11 14:51:58+00:00,,"y'all took ""ironic"" homophobia all the way back around to just regular hate crimes bc why are cishet women calling me a f*ggot bc i said they're just being regular homophobic",31,125,66190,6032,852,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']"
1336811682341900288,0_cleaned_data.json,57,https://x.com/fatimasal82/status/1336811682341900288,2020-12-09 23:15:16+00:00,,Xenophobic attack on two women in mall parking lot. I’m so sick of women being targeted for their hijabs ffs. #yeg https://t.co/SejGMPQqIX,22,9,170,14,4,1,False,False,[]
1221570627720466434,0_cleaned_data.json,58,https://x.com/jennaytron/status/1221570627720466434,2020-01-26 23:08:27+00:00,,"Working as a nurse, this is a frustrating thing to watch. With China having lack of resource and nurses under appreciated w civilian frustrated. It will only get worst. #WuhanLockDown #WuhanCoronovirus #wuhanquarantine #wuhanoutbreak #CoronavirusOutbreak #wuhanpnemonia",35,3,6,8,1,0,False,False,[]
1535843870654681089,0_cleaned_data.json,59,https://x.com/em0_calz/status/1535843870654681089,2022-06-12 04:38:08+00:00,,words genuinely cant describe how much i fucking hate drunk people,11,2,12,0,0,0,False,False,[]
1071317680131661824,0_cleaned_data.json,60,https://x.com/boucherhayes/status/1071317680131661824,2018-12-08 08:16:53+00:00,,"Words carry connotations. Hope we can all agree on that much. 

So what's the difference between saying faggot and meaning faggot? 

When you're saying faggot, you give away the option of not meaning faggot, because you cannot use the word free of its connotation.",44,6,11,0,1,0,False,True,"['0_cleaned_data.json', '0_cleaned_data.json']"
1488583623930523652,0_cleaned_data.json,63,https://x.com/terrificprodig1/status/1488583623930523652,2022-02-01 18:42:47+00:00,,"Women are scummm!
Fuck them!
Fuck girlsss!
Fuck women!!!!",9,63,371,123,42,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']"
1544192787020595201,0_cleaned_data.json,70,https://x.com/davvekat/status/1544192787020595201,2022-07-05 05:33:44+00:00,,"Why you should unfollow @Beecantremember , a thread:
Said I like men too, when that is incorrect and very wrong. I do not like men. False information from the left
Receipts: https://t.co/PT2KrqpKxE",32,1,0,0,0,0,True,False,[]
1492891385997017089,0_cleaned_data.json,71,https://x.com/eunmilf/status/1492891385997017089,2022-02-13 16:00:17+00:00,,WHY IS LGBT HERE I HATE LGBT https://t.co/pBUkGCfp1y,8,6,6,0,0,0,True,False,[]
1414106903798587398,0_cleaned_data.json,72,https://x.com/danae_hudlow/status/1414106903798587398,2021-07-11 06:18:53+00:00,,"Why is it totally fine and cool and even a little hip to say ""I don't like kids"" but it would be really ugly and unacceptable to say ""I don't like old people""?",33,10,93,3,1,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json']"
1315690015330979840,0_cleaned_data.json,75,https://x.com/bellapoarch/status/1315690015330979840,2020-10-12 16:25:18+00:00,,"Why is it not allowed to act cute? It’s a natural thing to most Asians. But people seem to hate me for it🙁 I’m Filipino and in the Philippines, we love Ulzzang and kawaii culture. I grew up with it so why can’t I just be myself?",47,508,10777,681,1184,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']"
1418631654705336329,0_cleaned_data.json,88,https://x.com/NoHolyScripture/status/1418631654705336329,2021-07-23 17:58:38+00:00,,"Why I despise Islam.

‘Apostate men must be killed, while women must be held in solitary confinement and beaten every three days till they recant and return to Islam.’ https://t.co/BCzigECpqB",30,10,118,39,2,1,False,False,"['0_cleaned_data.json', '0_cleaned_data.json']"
1276148037677715456,0_cleaned_data.json,91,https://x.com/JasonSterlingRM/status/1276148037677715456,2020-06-25 13:39:36+00:00,,"Why are people so stupid? Really? I'm so sick of female streamers getting called out for cleavage or whatever. TF. So what? A streamer can't be sexy- can't have some sex appeal? Why? That's part of entertainment. So tired of pathetic guys whining about it ""not being fair"". Stfu.",49,5,25,2,0,0,False,True,"['0_cleaned_data.json', '0_cleaned_data.json']"
1366203492088639490,0_cleaned_data.json,94,https://x.com/DjHutchy246/status/1366203492088639490,2021-03-01 01:47:50+00:00,,Who is this Dj? And I don’t ever speak on Djs but I hate cunt yuh,16,1,4,0,0,0,False,False,[]
1207365082285514752,0_cleaned_data.json,95,https://x.com/spiiciearchive/status/1207365082285514752,2019-12-18 18:20:42+00:00,,white trans men are the funniest people on earth y'all are like wow i fucking hate women and think you're woke,21,2,45,2,1,0,False,False,[]
1372210726761271296,0_cleaned_data.json,96,https://x.com/llaurajpeg/status/1372210726761271296,2021-03-17 15:38:26+00:00,,white politicians called COVID the “chinese virus” and “kung flu” for an entire year and have the fucking audacity to wonder why asians being murdered or ask “how could this have happened??” lmao,33,14,672,246,6,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']"
1433891614955499523,0_cleaned_data.json,101,https://x.com/shittyfilmlover/status/1433891614955499523,2021-09-03 20:36:16+00:00,,Whether or not it's a religion is semantics but liberals have become religious people and I can't stand religious people which is why I don't fuck with them anymore.,29,1,0,0,0,0,False,False,[]
1183127131766841344,0_cleaned_data.json,102,https://x.com/callhertiti/status/1183127131766841344,2019-10-12 21:07:44+00:00,,"Whenever a white person says something is “ghetto” or “ratchet”, ask them what it means and watch them start stuttering",20,245,71407,20873,972,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']"
1324875763062071297,0_cleaned_data.json,122,https://x.com/JohnathanPerk/status/1324875763062071297,2020-11-07 00:46:11+00:00,,"When the enslaved African man, who spent a lifetime being whipped by his white overseer, ended one night in the quarters he built for his family, declared to his wife (whom he was allowed to see for breeding purposes only), ""I really hate white people""...he’s racist? How??",47,7,42,4,2,0,False,False,[]
1514317904447160322,0_cleaned_data.json,123,https://x.com/_I_am_RAJ/status/1514317904447160322,2022-04-13 19:01:37+00:00,,when she says i don't like female friends.....i have only male friends https://t.co/1uNoOOP6vb,13,10,47,37,0,0,True,False,['0_cleaned_data.json']
230778290212843520,0_cleaned_data.json,125,https://x.com/_koreyelaine/status/230778290212843520,2012-08-01 21:33:26+00:00,,When I watch things like the help&amp;colour purple I secretly hate white people till the films done,17,1,0,1,0,0,False,False,[]
1372915825842122753,0_cleaned_data.json,126,https://x.com/luciddixon_/status/1372915825842122753,2021-03-19 14:20:15+00:00,,when has being gay actually been the butt of the joke? i’m sick of men not being able to jokingly flirt with their friends without it being labelled as queerbaiting https://t.co/K6jBf6JG1Z,31,36,2674,124,10,0,True,False,"['0_cleaned_data.json', '0_cleaned_data.json']"
1465038459509395459,0_cleaned_data.json,129,https://x.com/venusianfem/status/1465038459509395459,2021-11-28 19:22:42+00:00,,what's the problem about women living with their natural bodies which means having pubic hair??? I can't stand women demonizing other women who don't shave just for a male y'all are grown stop this mindset which is harmful imposing certain beauty standards seriously,43,4,142,15,0,0,False,True,['0_cleaned_data.json']
1366074492120948738,0_cleaned_data.json,131,https://x.com/DrJessTaylor/status/1366074492120948738,2021-02-28 17:15:14+00:00,,"What the utter fuck. I’m so sick of women being sent violent shit on social media for having the most basic thoughts and opinions. 

You can’t get pregnant from lesbian sex. End PSA.",33,5,94,5,0,0,False,True,[]
1183100849310126080,0_cleaned_data.json,132,https://x.com/cjsnowdon/status/1183100849310126080,2019-10-12 19:23:18+00:00,,What I’m saying is that I’m sick of old people trying to steal my future.,15,12,83,8,1,0,False,False,[]
1210795068723826688,0_cleaned_data.json,133,https://x.com/JaydenCole/status/1210795068723826688,2019-12-28 05:30:14+00:00,,"Welp my Mom got called a ‘fucking cunt bitch’ by a homeless dude who tried to tell her his life story as I pulled her away into a shop, so she’s really getting the whole NYC experience. Happy Holidays! 🎄#ChristmasInNewYork",40,16,95,2,0,0,False,False,[]
1239609297895555072,0_cleaned_data.json,134,https://x.com/kaikouramonkey/status/1239609297895555072,2020-03-16 17:47:42+00:00,,"well done China, you've well and truly screwed us all over with this bloody virus, not forgetting Bird Flu &amp; SARS.. any others coming????? #coronavirusuk #covidー19uk #china #ChinaVirus",28,1,0,0,0,0,False,False,['0_cleaned_data.json']
398648903530057730,0_cleaned_data.json,136,https://x.com/YesYoureSexist/status/398648903530057730,2013-11-08 03:11:19+00:00,,"We can't even fucking ride bikes now? What the shit is this? @james19XX I'm not sexist, but girls riding bikes just looked weird af.",24,1,0,1,0,0,False,False,[]
290888055861153792,0_cleaned_data.json,137,https://x.com/WeAllKnowA/status/290888055861153792,2013-01-14 18:28:11+00:00,,We all know a faggot named Luke,7,225,455,1123,0,0,False,False,[]
682911043207696384,0_cleaned_data.json,138,https://x.com/WeAllKnowA/status/682911043207696384,2016-01-01 13:07:35+00:00,,We all know a bitch named Natalie,7,81,762,386,6,0,False,False,[]
1318388474785878016,0_cleaned_data.json,139,https://x.com/Dave_Horwitz/status/1318388474785878016,2020-10-20 03:08:01+00:00,,wanna feel old? look in the mirror ya fuckin. fuckin dinosaur. haha old ass bitch,15,34,5983,581,36,0,False,False,[]
1504910949580427267,0_cleaned_data.json,140,https://x.com/AlessaTaketwo/status/1504910949580427267,2022-03-18 20:01:44+00:00,,Unpopular opinion: I don't like women announcing men's basketball games.,10,595,2912,163,70,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json']"
1388905063448555535,0_cleaned_data.json,143,https://x.com/needyeve/status/1388905063448555535,2021-05-02 17:15:46+00:00,,"uhm not ppl telling me to go kms, and telling me I called them the n word and I don’t like Muslims when I literally had no idea they were black or Muslim... ok",34,0,1,0,1,0,False,False,[]
843361406451957761,0_cleaned_data.json,144,https://x.com/curlycam8meout/status/843361406451957761,2017-03-19 07:20:02+00:00,,"Two people I can't stand, drunk people when I'm sober and sober people when I'm drunk 😒",17,1,11,4,0,0,False,False,[]
1150015060770787328,0_cleaned_data.json,145,https://x.com/cherrynamgi/status/1150015060770787328,2019-07-13 12:12:11+00:00,,"TW/// islamophobia 

this is not okay, i cant believe im getting all of this hate for saying “bts muslim” and there is nothing wrong with me being Muslim and bisexual, i am valid. You are horrible person. i will find u nd end u bitch. I won’t let your stupid words hurt me, coward https://t.co/WImbKR8lmi",55,24,92,13,9,0,True,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']"
1482323670026575873,0_cleaned_data.json,149,https://x.com/justagaybitchh_/status/1482323670026575873,2022-01-15 12:07:57+00:00,,"Tw// hatefull coments??

My whole fucking class + friendgroup keep calling me a n@zi bc i am 25% german, like uhm wtf?? 😑 , one off them even asked if i hate jewish people???, im so done with them all......",40,2,1,0,0,0,False,False,[]
1240313779855847424,0_cleaned_data.json,150,https://x.com/ProudSocialist/status/1240313779855847424,2020-03-18 16:27:03+00:00,,"Trump just did it again.

He called the coronavirus the “Chinese virus” and in doing so is inciting racism against Asian-Americans.

This needs to fucking stop right now.

Viruses don’t have a nationality &amp; they don’t discriminate. They affect all of us &amp; racism is not the cure.",48,180,2500,653,39,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']"
1426226403381493765,0_cleaned_data.json,156,https://x.com/RobPadoa/status/1426226403381493765,2021-08-13 16:57:27+00:00,,Trillions of dollars have been spent on this fucking Chinese virus with a plus 90 % survival rate.. 9.9  million died 2020 from cancer..I watched my daughter die from cancer..3 months of suffering..fuck the virus..fuck the Chinese..fuck the pharma companies...fuck the lockdown..,42,16,237,41,1,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']"
1130954113196412928,0_cleaned_data.json,160,https://x.com/TitaniaMcGrath/status/1130954113196412928,2019-05-21 21:50:47+00:00,,"To show my support for the trans community, I will be transitioning to male tomorrow afternoon at 4pm.

At 5pm I’ll transition back to female, because I despise men and could never be one for more than an hour.",39,301,8199,1144,95,0,False,False,[]
1321483833682784256,0_cleaned_data.json,161,https://x.com/TifaTheMonk/status/1321483833682784256,2020-10-28 16:07:52+00:00,,"Tifa isn’t the only character to have her breast size announced to the world.

While I agree this is unnecessary information, the fact that a character has large boobs should not be considered “damaging”

I’m so sick of women with large boobs being treated like we are a problem. https://t.co/jnRNwXPM3t",50,3,45,5,1,0,True,False,[]
1514019788141572097,0_cleaned_data.json,162,https://x.com/Stuffilysus/status/1514019788141572097,2022-04-12 23:17:01+00:00,,this wont be on AAN because i hate black people,10,0,0,0,0,0,False,False,[]
1366912693534420998,0_cleaned_data.json,163,https://x.com/neshhhy/status/1366912693534420998,2021-03-03 00:45:56+00:00,,this was 10 minutes ago &amp; they’re still sitting there waiting to be served 🤣🤣 I can’t stand Mexican men,20,1,13,0,0,0,False,False,[]
1232899495081365504,0_cleaned_data.json,164,https://x.com/_avztin/status/1232899495081365504,2020-02-27 05:25:20+00:00,,this mf did not just say the n word 4 times and still post the video i fucking hate white people https://t.co/xIFWXmdAq1,22,18,31,0,1,0,True,False,['0_cleaned_data.json']
1466104909863034888,0_cleaned_data.json,166,https://x.com/w0oluvr/status/1466104909863034888,2021-12-01 18:00:24+00:00,,this is y I don't like gay ppl,8,1,1,0,0,0,False,False,[]
1542174158301577216,0_cleaned_data.json,167,https://x.com/painpap1/status/1542174158301577216,2022-06-29 15:52:26+00:00,,"this is why i hate religious people, people fucking beheading each other in the name of god AND BEING FUCKING PROUD ABOUT IT

this is one of the major reasons behind me being an atheist",35,5,8,1,1,0,False,False,[]
1192081876585988096,0_cleaned_data.json,168,https://x.com/gnarlymari/status/1192081876585988096,2019-11-06 14:10:41+00:00,,This is why I hate religious people y’all are crazy as fuck lmao how do you even justify saying stupid shit like this,23,2,15,1,0,0,False,True,[]
1516366147842678788,0_cleaned_data.json,169,https://x.com/theangelgabrii/status/1516366147842678788,2022-04-19 10:40:37+00:00,,this is why i hate american breakfast because how does anybody but grits in their mouth but say coffee tastes bad,21,1,1,0,0,0,False,True,[]
1540476609831915522,0_cleaned_data.json,170,https://x.com/backupcowgirl/status/1540476609831915522,2022-06-24 23:26:59+00:00,,"this is why i fucking hate religious people in times like this 

“now that we have ripped away a bodily right, let’s pray that they don’t need them anymore” https://t.co/qjT17nCTvv",30,1,2,0,0,0,True,False,[]
1491808427529539585,0_cleaned_data.json,171,https://x.com/KolaBoof3/status/1491808427529539585,2022-02-10 16:17:00+00:00,,"This is why I don't like CHINA (frankly)

Over 1 million Muslims are in Concentration Camps for no other reason than being...MUSLIM.

That ain't right",25,2,1,1,0,0,False,False,['0_cleaned_data.json']
1346279702479167490,0_cleaned_data.json,173,https://x.com/Aznk__/status/1346279702479167490,2021-01-05 02:17:48+00:00,,This is why I can't stand Muslim twitter,8,0,0,0,0,0,False,False,[]
1339430440126562305,0_cleaned_data.json,174,https://x.com/_ambershaquell/status/1339430440126562305,2020-12-17 04:41:16+00:00,,this is the most disgusting comment section i’ve ever seen in my life. i really hate white people.,18,21,8,5,3,0,False,True,[]
1050899920738287617,0_cleaned_data.json,175,https://x.com/jademaximoff/status/1050899920738287617,2018-10-13 00:04:00+00:00,,This is so fucking ugly. I really hate gays and IM A GAY,13,1,1,0,0,0,False,True,[]
1225406154181939201,0_cleaned_data.json,176,https://x.com/PaulMer53/status/1225406154181939201,2020-02-06 13:09:28+00:00,,"This is me loike it or lump it. 
I am Welsh.  
I am British. 
I am Straight. 
I despise Islam. 
I don't do Diversity. 
I Dont do Multiculturalism. 
I support Tommy Robinson. 
I support Boris Johnson. 
I support Nigel Farage. 
I support our Military. 
I support the Uk. 
Support ME",50,72,387,111,28,0,False,False,['0_cleaned_data.json']
1398684935393710082,0_cleaned_data.json,178,https://x.com/mekkaokerekebye/status/1398684935393710082,2021-05-29 16:57:29+00:00,,"This has nothing to do with ""getting to the bottom of things."" Just say ""I hate Chinese people!"" and go.

Lab leak vs unintentional transmission doesn't change anything about what we should be doing next: vaccinating everyone in the world that wants to be vaccinated.",45,3,94,18,0,0,False,False,[]
1245151320199307264,0_cleaned_data.json,179,https://x.com/Peddyfn/status/1245151320199307264,2020-04-01 00:49:43+00:00,,This fcking Chink gets paid 300 thousand a month and now 400 thousand like wtf,15,3,2,0,0,0,False,True,[]
1345086157164580865,0_cleaned_data.json,180,https://x.com/dustyshotfirst/status/1345086157164580865,2021-01-01 19:15:05+00:00,,This dude just said the NFL stole a day from church lmao I can't stand religious people sometimes.,18,1,0,0,0,0,False,False,['0_cleaned_data.json']
1278815661259661313,0_cleaned_data.json,182,https://x.com/whosalex/status/1278815661259661313,2020-07-02 22:19:47+00:00,,this bitch think she in I Am Legend LMAOOO https://t.co/SYVgcWMPYe,10,1436,83496,23110,5799,0,True,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']"
1320085401055318016,0_cleaned_data.json,199,https://x.com/kathygriffin/status/1320085401055318016,2020-10-24 19:31:00+00:00,,This bitch still talking when I already told her to shut the fuck up. https://t.co/yGU5b4kSSa,15,398,6154,363,83,0,True,False,[]
850433769748262912,0_cleaned_data.json,200,https://x.com/ritchietheforky/status/850433769748262912,2017-04-07 19:43:05+00:00,,They're all idiots dangerous idiots https://t.co/AxLv2JmN9N,6,0,0,0,0,1,False,True,['0_cleaned_data.json']
1429636502691143685,0_cleaned_data.json,202,https://x.com/keke_Gurlll/status/1429636502691143685,2021-08-23 02:47:58+00:00,,They treated Kayee like she was nothing the whole time she was there and then had the nerve to call her crazy when she snapped. This is why I don’t like white people 🙄 #YouMeAndMyEx,35,5,52,1,1,0,False,False,['0_cleaned_data.json']
1396761833214730242,0_cleaned_data.json,204,https://x.com/Suzemclaughlin/status/1396761833214730242,2021-05-24 09:35:46+00:00,,"These are my pals

@ROSAZAMBONINI &amp; @RhiannonV they are fierce &amp; fabulous

I’m sick of women who are young, progressive, love to dance, like a laugh/selfie being targeted by press &amp; yoon trolls &amp; those with anti-progressive anti-trans agenda

Got your back girls

#sisterhood https://t.co/dpY8ultKeC",45,6,38,5,0,0,True,False,[]
1302523873011826688,0_cleaned_data.json,205,https://x.com/colorlessunrlse/status/1302523873011826688,2020-09-06 08:27:45+00:00,,"There’s been a basic terror attack in the gay village and OF COURSE all the fucking gammons are frothing at the mouth trying to pin it on the islamic and muslim communities.

Just once can yall NOT BE RACIST!?  Literally any race can be a terrorist . shut the fuck up",51,14,34,3,4,0,False,False,"['0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json', '0_cleaned_data.json']"
